pool,total_data_points,avg_price_diff,avg_price_diff_percent,max_price_diff,min_price_diff,max_price_diff_percent,min_price_diff_percent,std_dev_price_diff,correlation,stakeDao_volatility,curve_volatility,tracking_error,max_drawdown,information_ratio,stakeDao_sharpe,median_absolute_deviation,stakeDao_higher_percent,stakeDao_lower_percent,stakeDao_equal_percent
USDCUSDT,727,0.000001,0.0001,0.000642,-0.000657,0.0638,-0.0653,0.000081,0.995926,0.007426,0.007784,0.000081,0.000311,0.015425,0.000779,0.000023,11.42,11.14,77.44
